date,1: zhangdiefu,2: zhangdiefu,3: zhangdiefu,4: zhangdiefu,5: zhangdiefu,6: zhangdiefu,7: zhangdiefu,8: zhangdiefu,9: zhangdiefu,10: zhangdiefu,13: zhangdiefu,14: zhangdiefu,15: zhangdiefu,16: zhangdiefu,17: zhangdiefu,19: zhangdiefu,20: zhangdiefu,21: zhangdiefu,22: zhangdiefu,23: zhangdiefu,24: zhangdiefu,25: zhangdiefu,26: zhangdiefu,27: zhangdiefu
2015/10/12,0.015580737,0,-0.012204216,0,0,0.041297935,-0.011682243,-0.024354818,-0.007574362,,0.008588417,-0.032854209,0.0018596,0.262591067,0.013967926,-0.035148174,0,0,0,0,0,0,0,0
2015/10/11,-0.026878015,,,,,,,,,,0.015051039,0.004123711,-0.104123282,-0.028615385,-0.154418198,0.12874368,,,,,,,,
2015/10/10,-0.00752394,,,0,-0.004807692,-0.031428571,0.004694836,,,-0.085409253,-0.013234321,0.014644351,-0.117603822,0,0.181395349,0.017411951,0,0,0,0,0,0,0,0
2015/10/9,-0.005442177,-0.009791922,-0.008257944,0,0,0.029411765,0.002352941,0.019374712,0.007648869,,0.005173306,0.006315789,-0.072280941,0,-0.177645559,-0.216434109,0,0,0,0,0,0,0,0
2015/10/8,0.002195285,-0.028537455,-0.002777778,-0.016393443,0,-0.034090909,-0.007009346,-0.001702341,-0.00060422,,0.005274889,0.017130621,-0.001021798,0.071193144,0.017293558,0,0,-0.021176026,0,0,0,0,0,0
2015/10/7,0.006864454,-0.032220944,,,,0.005714286,0.009433962,,,,-0.004216912,0.035476718,-0.001360544,-0.066461538,0.028,0,,,,,,,,
2015/10/6,0.044286738,-0.013620885,,,,0.020408163,0.007125891,,,,0.007903959,0.004454343,-0.001697793,0.031746032,0.013970257,0,,,,,,,,
2015/10/5,0.013071895,-0.008998875,,,,-0.005797101,-0.009411765,,,,-0.01873125,0.039351852,-0.001356392,-0.030769231,-0.053327645,0,,,,,,,,
2015/10/4,0.027075408,,,,,,,,,,-0.001971666,-0.082802548,0.011316872,0,-0.025768911,0,,,,,,,,
2015/10/3,0.015312614,,,,,,,,,,-0.003927844,0,0,0,-0.362311158,0,,,,,,,,
2015/10/2,0.023627907,0.001126126,,,,,,,,,-0.001670176,-0.020790021,0.013203614,0,0.078,0,,,,,,,,
2015/10/1,0.023809524,-0.013333333,,,,,,,,,-0.013538682,-0.014344262,0.138899881,-0.13586812,-0.045541314,-0.030075188,,,,,,,,
2015/9/30,0.009615385,-0.028077754,-0.008071005,0,0,,-0.009324009,0.000371545,0.003752517,-0.012996136,0.017937874,0.020920502,-0.011345853,-0.12656758,0.108524788,0.071543667,0,0,-0.028571429,0,0,0,0,0
2015/9/29,0.002409639,-0.018027572,-0.015767495,0,0,,0.004683841,-0.005305131,-0.006643275,,0.005941466,-0.12293578,0.103626943,0.230285714,0.245481928,0.502663438,0,0,0,0,0,-0.041666667,0,0
2015/9/28,0.002415459,0,-0.011059952,0,0,,-0.002336449,-0.017857149,-0.010179211,,-0.006123788,-0.012681159,0.004772234,0,0.036285603,0.0325,0,-0.002075472,0,0,0,0,0,0
2015/9/27,-0.000305865,,,,,,,,,,0.002045438,-0.007194245,0.006110869,0,-0.03501506,-0.042145594,,,,,,,,
2015/9/26,0.001919355,,,,,-0.002890173,,,,,-0.007612005,0.033457249,0.072063641,-0.001711352,-0.023170283,0.049246231,,,,,,,,
2015/9/25,0,0.022776573,-0.006203269,0,0,,0,0.003128599,-0.002587534,,0.008702011,0.052837573,-0.044275492,0.028152493,-0.079241449,-0.037252056,0,0,0,0,0,0,0,0
2015/9/24,-0.008792966,0.005452563,-0.01956386,-0.016129032,0,0.048484848,0.00234192,-0.002010578,-0.001783605,,0.012512957,0.01996008,0.050258337,-0.073621299,-0.022509103,-0.109435588,0,0,0,0,0,0,0,0
2015/9/23,0.030477759,-0.006500542,-0.006273555,0,-0.004784689,,-0.002336449,-0.013565924,-0.001141386,,-0.001257118,-0.015717092,-0.051670379,0.023352794,0.149106124,0.073543016,0,0,0,0,0,0,0,0
2015/9/22,0.004966887,-0.056237219,-0.001972387,0,0,,0.004694836,-0.009299162,-0.005165362,,0.003487682,-0.001960784,0.036472761,0.09,-0.166455295,-0.032229185,0,0,0,0,0,0,0,0
2015/9/21,-0.013877551,0.01875,-0.004997604,0,0,,-0.00234192,0.01864773,-0.010638928,,-0.02566698,-0.001956947,-0.118437118,0,-0.014375,0.022425629,0,-0.006932734,0,0,0,0,0,0
2015/9/20,-0.009524734,,,,,,,,,-0.011458333,-0.013621452,0.028169014,0.000407166,0,-0.009594553,-0.043763676,,,,,,,,
2015/9/19,0.00797066,,,,,,-0.002336449,,,,0.028458266,-0.02739726,0.121461187,0.09561753,-0.023276904,0.017364203,,,,,,,,
2015/9/18,0.006562756,0.087202718,-0.007788973,0,0,,0.00234192,0.003441139,-0.00285276,,-0.007570243,0.032323232,-0.058064516,-0.081707317,-0.097900191,0.019981835,0,0,0,0,0,0,0,0
2015/9/17,-0.009748172,0.084766585,-0.003744558,0,0,-0.006024096,-0.002336449,-0.005112663,-0.00253972,,-0.009088286,0.042105263,-0.047911548,0.009230769,-0.032964135,-0.146842309,0,0,0,0,0,0,0,0
2015/9/16,-0.016773163,0.014962594,-0.002228224,0,0,0.031055901,-0.004651163,0.024374276,0.005760893,,0.031087312,0.019313305,0.023899371,0.00339611,-0.010696582,0.094571671,0,0,0,0,0,0,0,0
2015/9/15,0.006430868,-0.003726708,-0.000157526,0,-0.007125891,0.003115265,0,6.11E-05,-0.00297785,,-0.005841035,-0.117424242,0.020976027,0.240520873,0.132348597,0.050802139,0,-0.03472599,0,0,0,0,0,
2015/9/14,0.018837019,-0.015892421,-0.000539799,0,0,,0.011764706,-0.018510383,-0.006249633,,-0.002433987,-0.04,-0.011007621,0,0.004749184,0.051053864,0,0,0,0,0,0,0,0
2015/9/13,-0.013731826,,,,,,,,,,-0.013030502,0.001821494,0.010265184,0.039824771,0.084325716,-0.044742729,,,,,,,,
2015/9/12,-0.015115354,,,,,,0.007109005,,,,-0.005069892,0.041745731,0.115990453,-0.118638119,0.011722566,-0.066025909,,,,,,,,
2015/9/11,-0.00789266,-0.014457831,-0.002646986,0,0,0.003125,-0.009389671,-0.010328681,0.003579075,,0.002687001,-0.022263451,-0.029193698,0.194549266,0.032963337,-0.083843798,0,0,0,0,0,0,0,0
2015/9/10,0.005555556,-0.029239766,-0.00201482,0,0,,0,0.000413936,-0.000556947,-0.119266055,0.028379388,0,0.038998556,0.083106267,0.114735658,-0.036162362,0,0,0,0,0,0,0,0
2015/9/9,-0.012539185,-0.020618557,-0.004701426,0,-0.002369668,0.006289308,0.002352941,0.008002409,0.006237723,,-0.010859127,-0.03057554,-0.032603633,-0.01344086,-0.0169554,0.331695332,0,0,0,0,0,0,0,0
2015/9/8,0.024899598,-0.003424658,-0.00922778,0,0,,0.009501188,0.013632016,0.011896716,,-0.009439485,0.039252336,0.022380952,-0.07768595,0.130416667,0.076719577,0,0,0,0,0,0,0,0
2015/9/7,-0.031128405,0.001142857,-0.010290808,0,0,,-0.007075472,0.004191759,-0.000377467,,0.032253191,-0.001865672,0.03960396,-0.008196721,0.18226601,0.159509202,0,0.023131014,0,0,0,0,0,0
2015/9/6,-0.012298232,,,0,0,,,,,,-0.00964991,-0.014705882,0,-0.008130081,0.030456853,0.131944444,0,0,0,0,0,0,0,0
2015/9/5,-0.009139375,,,,,,,,,,-0.006170545,0.009276438,0,-0.004048583,-0.135964912,-0.213114754,,,,,,,,
2015/9/4,0.009053043,-0.017957351,,,,,0.00952381,,,,-0.010373749,-0.025316456,0,0.060085837,0.017857143,-0.051813472,,,,,,,,
2015/9/3,-0.013479909,-0.016556291,,,,,-0.011764706,,,,0.009057164,0.001811594,0.097826087,-0.096899225,-0.042735043,-0.138392857,,,,,,,,
2015/9/2,0.004569688,-0.005488474,-0.002462839,0,0,-0.009345794,0,0.003016658,-0.012192323,,0.048983724,0.03564728,0.051428571,-0.068592058,-0.020920502,0.082125604,0,0,0,0,0,0,0,0
2015/9/1,0.061438965,0.008859358,-0.005764063,0,0,0.003125,0,0.009310017,0.012351552,,0.025802844,-0.108695652,0.005747126,0.108,0.106481481,0.6171875,0,0,0,0,0,0,0,0
2015/8/31,0.000614767,,-0.00510941,0,0,,0.004728132,-0.007935362,-0.003684447,-0.020958084,-0.011450683,-0.041666667,0.005780347,0.016260163,-0.01369863,-0.072463768,0,-0.008804109,0,0,0,0,0,0
2015/8/30,-0.001050471,,,,,,,,,,-0.003384228,0.03654485,-0.005747126,-0.016,-0.013513514,-0.054794521,,,,,,,,
2015/8/29,-0.005192926,,,,,-0.015384615,,,,,0.006974164,0.030821918,-0.13,0.004016064,0,0.131782946,,,,,,,,
2015/8/28,0.004035513,-0.002209945,-0.00648989,0,-0.002364066,0.00308642,0.002369668,0.00247679,0.002049914,,-0.011515864,0.005163511,-0.038461538,0.068669528,-0.078838174,-0.104166667,0,0,0,-0.032894737,0,0,-0.03968254,0
2015/8/27,-0.002415459,-0.01416122,-0.006680567,0,0,,-0.007058824,0.013304708,0.007678752,,-0.015426147,0,-0.03255814,-0.064257028,0.324175824,0.021276596,0,0,0,0,0,-0.027027027,0,0
2015/8/26,0.00729927,-0.025477707,-0.003751669,0,-0.002358491,-0.015197568,0.004728132,-0.020143801,-0.005400015,,0.018860511,0.028318584,0.009389671,0,-0.010869565,-0.072368421,0,0,0,0,0,0,0,0
2015/8/25,-0.001619433,-0.026859504,-0.001756168,0,0,-0.009036145,0.007142857,-0.007026422,-0.004948843,,-0.000314243,-0.11023622,0.163934426,0.276923077,-0.021276596,0.617021277,0,0,0,0,0,0,0,0
2015/8/24,-0.042635659,-0.026156942,-0.004234878,0,0,0.021538462,-0.007092199,-0.038846239,-0.022537007,,0.00513266,0,0.051724138,0.015625,0.05027933,-0.087378641,0,-0.036919272,0,0,0,0,0,0
2015/8/21,0.00624025,-0.019723866,-0.005051987,0,0,,0,0.003148744,0.002387845,,0.011103292,0.037398374,0,0,0,0.297029703,0,0,0,0,0,0,0,0
2015/8/20,0.004702194,-0.016488846,-0.007056179,0,-0.002352941,,0.002352941,-0.014558649,-0.008408029,0.040498442,-0.014107308,0.035353535,-0.158653846,0.028436019,0.192307692,-0.172131148,0,0,0,0,0,0,0,0
2015/8/19,0.008695652,-0.014340344,-0.007642575,0,0,,-0.004683841,0.001797787,0.000895239,,0.040673887,0.033043478,0.094736842,-0.209737828,0.048387097,0.150943396,0,0,0,0,0,0,0,0
2015/8/18,-0.002365931,-0.015992474,-0.004318944,0,0,-0.011976048,0.009456265,-0.007268294,-0.012697111,,-0.011577195,-0.075562701,-0.059405941,0.247663551,0.137614679,0,0,0,0,0,0,0,0,-0.040540541
2015/8/17,-0.007063319,0.007582938,-0.006193026,0,-0.002347418,0.024539877,0,-0.015570113,-0.004674916,,-0.003319371,-0.007974482,0,0,-0.018018018,-0.070175439,0,0,0,0,0,0,0,0
2015/8/16,-0.025190455,,,,,,-0.007042254,,,,-0.006672947,-0.018779343,0,-0.02283105,0.018348624,0.017857143,,,,,,,,
2015/8/15,-0.009062027,,,,,-0.009118541,0.004716981,,,,-0.002349624,-0.004672897,-0.004926108,-0.009049774,-0.167938931,0.076923077,,,,,,,,
2015/8/14,-0.003016591,0.008604207,-0.013668253,0,0,0,0.004739336,-0.00155946,-0.004762765,,0.0106063,0.028846154,0.030456853,-0.004504505,0.364583333,-0.079646018,0,-0.010660608,0,0,0,0,0,0
2015/8/13,0.016871166,-0.043000915,-0.005832248,0,0,,-0.009389671,0.004596105,0.013396172,,-0.015966976,-0.021943574,-0.147186147,-0.093877551,0.066666667,-0.088709677,0,0,0,0,0,0,0,0
2015/8/12,0.008507347,-0.059380379,-0.002877755,0,0,-0.012012012,0.004716981,0.018023328,0.004646106,,0.004302253,0.015923567,0.013157895,0.042553191,-0.196428571,-0.03125,0,0,0,0,0,0,0,0
2015/8/11,-0.002314815,-0.029239766,-0.010108803,0,0,-0.002994012,0.002364066,0.013982421,0.012295494,,-0.012742297,-0.120448179,0.295454545,0.211340206,0.244444444,0.094017094,0,0,0,0,0,0,0,0
2015/8/10,-0.015197568,-0.0025,-0.011401639,0,-0.004672897,,-0.011682243,-0.007984128,-0.005455076,0.015822785,-0.005987564,-0.032520325,0,-0.02020202,0,0.00862069,0,0.018511926,0,0,0,0,0,0
2015/8/9,-0.001517451,,,,,,0.009433962,,,,-0.004280364,0.006821282,0,0.020618557,-0.032258065,0.045045045,,,,,,,,
2015/8/8,-0.002271007,,,,,,0,,,,0.013086573,-0.045572917,0.01734104,0.114942529,0.021978022,0.018348624,,,,,,,,
2015/8/7,-0.015648286,-0.000832639,-0.000684021,0,0,0.015197568,0,-0.00570149,0.000860993,,-0.019512565,0.032258065,-0.017045455,0.023529412,-0.133333333,-0.068376068,0,0,0,0,0,0,0,0
2015/8/6,-0.027536232,-0.017184943,-0.003233724,0,0,-0.012012012,0,-0.006949838,-0.00793009,,-0.022995327,-0.006675567,-0.083333333,-0.011627907,0.03960396,0.017391304,0,0,0,0,0,0,0,0
2015/8/5,-0.021276596,0.018333333,-0.003590908,0,0,0.018348624,-0.002352941,-0.000323477,-0.002506276,,-0.006119139,0.090247453,0.015873016,-0.184834123,0,-0.222972973,0,0,-0.027777778,0,0,0,0,0
2015/8/4,-0.012605042,0.042571677,-0.006881795,0,0,-0.009090909,-0.002347418,0.007410603,0.004209557,,0.001846517,0.001457726,0.010695187,0.065656566,0.02020202,-0.032679739,0,0,0,0,-0.026315789,0,0,0
2015/8/3,-0.01172367,0.017683466,-0.003036476,0,0,0.012269939,0.009478673,-0.007839118,0.000772339,,0.007291124,0,0,0,-0.083333333,0.055172414,0,-0.038013699,0,0,0,0,0,0
2015/8/2,-0.009935318,,,,,,-0.002364066,,,,-0.002004752,0.005865103,0.021857923,0,0.125,0.090225564,,,,,,,,
2015/8/1,0.008597097,,,,,-0.006097561,-0.007042254,,,,0.000148522,-0.025714286,-0.046875,0.064516129,-0.067961165,0,,,,,,,,
2015/7/31,-0.012286689,0.028181818,-0.003485522,0,-0.001166861,-0.003039514,0,0.006292309,0.002461735,0.032679739,0.0211572,-0.001426534,0.010526316,0.127272727,0.051020408,-0.007462687,0,0,0,0,0,0,0,0
2015/7/30,0.016655101,-0.003623188,-0.005447412,0,0,-0.01497006,0.002352941,-0.019672811,-0.002426047,,0.001518949,0.032400589,-0.086538462,-0.029411765,-0.132743363,-0.035971223,0,0,0,0,0,0,0,0
2015/7/29,0.015503876,0.009140768,-0.007711208,0,-0.001165501,0.012121212,0.002358491,0.019096936,0.007432022,,0.024828767,0.105863192,0.019607843,-0.05027933,-0.156716418,-0.196531792,0,0,0,0,0,0,0,0
2015/7/28,0.015021459,0.003669725,-0.008451866,0,0,0,-0.002352941,-0.003028152,-0.008394576,,0.007923433,0.04957265,0.03030303,-0.095959596,-0.042857143,-0.180094787,0,0,0,0,0,0,0,0
2015/7/27,-0.010573697,0.003683241,-0.011119142,0,-0.002325581,-0.014925373,0.002358491,5.40E-05,0.006797067,,-0.005849321,-0.025,0,-0.038834951,0,-0.009389671,0,-0.000855432,0,0,0,-0.038961039,0,-0.038961039
2015/7/26,0.017279364,,,,,,,,,,-0.004734922,0.006711409,0,0.04040404,-0.007092199,0.019138756,,,,,,,,
2015/7/25,0.013085339,,,,,0.033950617,0,,,,0.005777188,-0.027732463,0.087912088,-0.048076923,-0.013986014,0.161111111,,,,,,,,
2015/7/24,-0.003633721,-0.014519056,-0.007522531,0,-0.002320186,-0.021148036,0.007125891,-0.004624445,-0.010710175,,-0.004971646,0.011551155,0.02247191,-0.050228311,0.07518797,0.005586592,0,0,0,0,0,0,0,0
2015/7/23,0.003646973,-0.01431127,-0.012675238,0,0,-0.008982036,-0.007075472,0.004237559,0.00562202,,-0.017103153,-0.044164038,-0.072916667,0.028169014,-0.02919708,-0.016483516,0,0,0,0,0,0,0,0
2015/7/22,-0.019313305,0.004492363,-0.008248388,0,0,,-0.002352941,-0.013238262,-0.017725127,,0.004063171,0.054908486,-0.015384615,-0.069868996,-0.198830409,-0.076142132,0,0,0,0,0,0,0,0
2015/7/21,-0.000714796,0.043111528,-0.002550837,0,0,0.024539877,-0.002347418,-0.014228624,-0.005784369,,0.025391086,-0.085235921,0.059782609,0.100961538,0.315384615,0.125714286,0,0,0,0,0,0,0,0
2015/7/20,-0.008504607,0.018129771,-0.002168886,0,0.002325581,-0.003058104,0.009478673,0.011859279,0.007844962,0.044012282,0.004818325,-0.001519757,-0.010752688,0.004830918,0.056910569,-0.054054054,0,0.002572899,0,0,0,0,0,0
2015/7/19,0,,,,,-0.00304878,0,,,,-0.010628321,-0.042212518,0.005405405,0.040201005,0.008196721,0.081871345,,,,,,,,
2015/7/18,0.012195122,,,,,0.003058104,-0.007058824,,,,0.012902715,-0.012931034,0.114457831,-0.091324201,0.060869565,0.117647059,,,,,,,,
2015/7/17,0.01161103,0.038652131,-0.002788453,0,0,0,0.007109005,-0.000323558,-0.000893853,,0.001426873,-0.004291845,-0.082872928,-0.013513514,-0.108527132,0.233870968,0,0,0,0,0,0,-0.030769231,0
2015/7/16,0.008046818,0.060988433,-0.004926897,0,0,0,-0.007058824,-0.004503976,-0.003155304,,-0.015913878,0.102523659,-0.146226415,-0.209964413,-0.262857143,-0.120567376,0,0,0,-0.182795699,0,0,0,0
2015/7/15,0.04351145,0.039344262,-0.000568848,0,-0.044444444,-0.009090909,0,0.015863857,0.003509931,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/14,0.018662519,0.016666667,0.001317195,0,0,0.009174312,0,-0.020252886,0.002269146,,-0.018152574,0.100694444,-0.141700405,0.025547445,-0.088541667,-0.145454545,0,0,0,0,0,0,0,0
2015/7/13,0,0.029748284,0.01112271,0,0,-0.020958084,0.007109005,-0.004547538,-0.004683915,,-0.030519047,0.074626866,0.05106383,-0.238888889,-0.067961165,-0.199029126,0,-0.020826335,0,0,0,0,-0.015151515,0
2015/7/12,-0.010007698,,,,,-0.05915493,-0.009389671,,,,-0.003404129,0.013232514,0.008583691,0,-0.050691244,-0.037383178,,,,,,,,
2015/7/11,-0.01814059,,,,,-0.075520833,0.002352941,,,,-0.002657023,-0.045126354,-0.008510638,0.104294479,-0.013636364,0.009433962,,,,,,,,
2015/7/10,-0.011210762,0.024618992,0.000864647,0,0,-0.035175879,-0.004683841,-0.018105459,0.005770261,-0.058464504,-0.007544682,0.090551181,-0.08203125,-0.157622739,-0.055793991,-0.14516129,0,0,0,0,0,0,0,0
2015/7/9,-0.003723008,0.01547619,0.002582579,0,0,-0.026894866,-0.013856813,0.03388491,0.017046899,,0.013887857,-0.005870841,0.05785124,-0.051470588,-0.215488215,-0.067669173,0,0,0,0,0,0,0,0
2015/7/8,-0.023272727,0.012048193,0.001881774,0,0,-0.110869565,-0.013667426,-0.027928767,-0.033496093,,0.014618341,0.017928287,-0.058365759,-0.004878049,0.003378378,0.108333333,0,0,0,0,0,0,0,0
2015/7/7,-0.007220217,0.018404908,0.004251994,0,0,0.074766355,0.002283105,-0.020629466,-0.015485332,,-0.004052533,-0.138936535,0.107758621,0.496350365,0.121212121,0.304347826,0,0,0,0,0,0,0,0
2015/7/6,-0.005857188,0.01242236,0.00577517,0,0,-0.004651163,-0.002277904,-0.031009222,-0.019323327,,-0.007152969,-0.011864407,0,-0.028368794,0.086419753,-0.041666667,0,-0.002011398,0,0,0,0,0,0
2015/7/5,0.017172396,,,,,,-0.002272727,,,,0.009021878,-0.015025042,0,0.119047619,0.056521739,0.136094675,,,,,,,,
2015/7/4,0.014548148,,,,,-0.011494253,-0.006772009,,,,0.024414664,-0.02917342,0.208333333,-0.030769231,-0.192982456,0.181818182,,,,,,,,
2015/7/3,0.018099548,0.013853904,0.002510077,0,0,-0.002293578,0.002262443,-0.016946255,-0.002756069,,-0.006731946,-0.029874214,-0.020408163,0.198156682,0.439393939,-0.052980132,0,0,0,0,,0,0,
2015/7/2,0.00913242,0,0.005397241,0,0,,0.004545455,0.004498586,0.001657554,,-0.018986867,0.00792393,-0.128888889,-0.060606061,-0.255639098,-0.019480519,0,0,-0.13253012,0,0,0,0,0
2015/7/1,0.018604651,-0.0075,0.007086541,0,0,0.023474178,0.006864989,0.007817484,-0.007463155,,-0.008556548,0.022690438,0.02739726,-0.086956522,0.705128205,-0.083333333,0,0,0,0,0,0,0,0
2015/6/30,-0.00309119,-0.01599016,0.00574659,0,0,-0.009302326,-0.002283105,0.005189915,0.006876706,1.021428571,0.020346189,-0.019077901,0.073529412,0.090517241,0.238095238,0.150684932,0,0,0,0,0,0,0,0
2015/6/29,0.014043007,-0.012150668,0.015729528,0,0,0.009389671,-0.009049774,7.70E-05,-0.000756947,,0.003657422,-0.029320988,-0.009708738,-0.016949153,0,0.050359712,0,0.012731285,0,0,0,0,0,0
2015/6/28,-0.015431146,,,,,,,,,,0.006750537,0.020472441,0,0.017241379,-0.360406091,-0.136645963,,,,,,,,
2015/6/27,0.004713178,,,,,0,-0.002257336,,,,0.011483551,0.079931973,-0.112068966,-0.097276265,-0.124444444,0,,,,,,,,
2015/6/26,-0.00462963,-0.007237636,0.012141788,0,0,-0.011600928,0.009111617,-0.000699077,-0.004064977,,-0.003402413,0.031578947,-0.107692308,-0.019083969,0.102941176,0.00625,0,0,0,0,0,0,0,0
2015/6/25,-0.001540832,0,0.016633841,0,0,0.002325581,0,-0.010886383,-0.001049365,,0.002791563,-0.028960818,0.007751938,-0.003802281,0.068062827,-0.069767442,0,0,0,0,0,0,0,0
2015/6/24,0.023659306,0.049367089,0.009389024,0,0,,-0.011261261,0.006755502,-0.006581839,,-0.010056037,0.022648084,-0.037313433,-0.025925926,0.010582011,0.075,0,0,0,0,0,0,0,0
2015/6/23,0,0.014120668,0.004488206,-0.03125,0,-0.013761468,0.004524887,-0.003763551,-0.001014451,,0.013301182,0.007017544,0.03875969,0.02661597,0.118343195,-0.333333333,0,0.021324549,0,0,0,0,0,0
2015/6/22,0.001579779,0,,,,,0.016091954,,,,-0.010544139,-0.015544041,0.011764706,0.011538462,-0.155,0.076233184,,,,,,,,
2015/6/21,-0.006341831,,,,,,-0.002293578,,,,-0.005815288,0.043243243,-0.00390625,-0.011406844,0.092896175,-0.055084746,,,,,,,,
2015/6/20,-0.003067293,,,,,,-0.006833713,,,-0.488372093,0.006856703,-0.075,0,0,0.028089888,0.113207547,,,,,,,,
2015/6/19,-0.003897116,0.007761966,-0.001579249,0,0,0.030732861,-0.004535147,0.011022229,0.001016687,,0.018598446,-0.025974026,0.174311927,0.109704641,-0.043010753,0.00952381,0,0,0,0,0,0,0,0
2015/6/18,-0.006196747,0.066206897,-0.005848298,0,0,-0.029816514,0.002272727,-0.004136426,0.001269517,,0.007909515,-0.0144,0.023474178,0.048672566,0.04494382,-0.032258065,0,0,0,0,0,0,0,0
2015/6/17,-0.010727969,0.064610866,-0.010659366,0,0,,0,-0.020131596,-0.003378908,,-0.023254017,0.033057851,-0.009302326,-0.073770492,0.098765432,-0.076595745,0,0,0,0,0,0,0,0
2015/6/16,0.011627907,0.038109756,-0.014541558,0,0,,0.055155875,-0.001131565,-0.004084423,,-0.001850709,0.09009009,-0.085106383,-0.155709343,0,0.044444444,0,0,0,0,0,0,0,0
2015/6/15,-0.016828242,0.021806854,-0.021676463,-0.03030303,-0.010989011,,-0.062921348,0.001305973,-0.00026372,,0.009968847,-0.034782609,-0.02892562,0.0433213,0.14893617,-0.038461538,0,-0.009445303,0,0,0,0,-0.029411765,0.013157895
2015/6/14,-0.001521977,,,,,,0.00678733,,,,-0.006038086,0.00877193,0,0.037453184,0,0.026315789,,,,,,,,
2015/6/13,-0.001458967,,,,,,-0.002257336,,,,-0.00216283,-0.008695652,0,-0.021978022,-0.072368421,0.022421525,,,,,,,,
2015/6/12,0.00152207,0.020667727,-0.016386802,0,0,0.011600928,-0.006726457,-0.004431492,-0.009716609,,0.018167519,0.017699115,0.004149378,-0.038732394,-0.146067416,-0.055084746,0,0,0,0,0,0,0,0
2015/6/11,0.018604651,0.017799353,-0.023920349,0,0,0.009367681,0.006772009,-0.006382655,-0.003156358,,-0.006407752,-0.017391304,0.061674009,0.007092199,0.034883721,-0.032786885,0,0,0,0,0,0,0,0
2015/6/10,-0.012251149,0.009803922,-0.04810538,0,0,,-0.002252252,0.019195193,0.006540425,-0.0368,0.030271315,0.00877193,-0.004385965,0.1015625,0.068322981,0.033898305,0,0,0,0,0,0,0,0
2015/6/9,0.013975155,0.003278689,-0.048676887,0,0,,0.002257336,-0.002095975,0.001727372,,0.018615713,0.016042781,0.065420561,0.153153153,0.15,-0.189003436,0,0,0,0,0,0,0,0
2015/6/8,0.002771636,0,-0.040475967,0,0,,0,0.003027576,-0.006500378,,,,,,,,0,0.01445993,0,0,-0.025641026,0,0,-0.006535948
2015/6/7,-0.003491241,,,,,,0,,,,0.002961013,-0.005319149,0.009433962,0,0.06870229,0.081784387,,,,,,,,
2015/6/6,-0.013062787,,,,,-0.009280742,-0.002252252,,,,-0.006374632,-0.030927835,0,0.037383178,-0.050724638,-0.028880866,,,,,,,,
2015/6/5,0.003072197,0.011608624,-0.026866851,0,0,-0.009195402,0.004524887,-0.013776424,-0.014431053,,0.007161083,0.0228471,-0.057777778,0.019047619,-0.014285714,0.09486166,0,0,0,0,0,0,0,0
2015/6/4,-0.00913242,0.008361204,-0.021544867,0,0,,0,0.005862674,-0.002200794,,0.00496319,0.017889088,-0.025974026,0.055276382,0.09375,-0.170491803,0,0,0,0,0,0,0,0
2015/6/3,0.031397174,0.011844332,-0.021574675,0,0,-0.050218341,0,-0.009376944,-7.19E-05,,-0.027511865,0,-0.045454545,-0.038647343,-0.044776119,-0.006514658,0,0,0,0,0,0,0,0
2015/6/2,0.027419355,0.003395586,-0.025186488,0,0,,-0.002257336,0.001289143,-0.002161282,,0.024899002,0.016363636,-0.072796935,0.061538462,0.218181818,0.108303249,0,0,0,0,0,0,0,0
2015/6/1,0.017794996,0,-0.007725539,0,0,,0.004535147,0.008276005,0.005528101,,-0.003860053,-0.108589951,0.110638298,-0.020100503,-0.197080292,0.775641026,0,-0.000522375,0,0,0,0,0,0
2015/5/31,-0.003109351,,,,,,,,,,-0.005472515,-0.00483871,-0.016736402,0.020512821,0.014814815,-0.054545455,,,,,,,,
2015/5/30,0.011688742,,,,,0.065116279,0.002272727,,,0.070205479,0.014669319,-0.004815409,0.048245614,0.031746032,0.022727273,0,,,,,,,,
2015/5/29,-0.021069692,0.00170068,-0.000436042,0,0,,0.00456621,0.008785349,0.001407761,,0.027680777,0.008090615,0.157360406,-0.040609137,0.294117647,0,0,0,0,0,0,0,0,0
2015/5/28,-0.019077901,0.001703578,0.011021203,0,0,-0.002320186,-0.011286682,0.000743569,0.006745919,,-0.020031717,0.052810903,-0.154506438,-0.070754717,-0.215384615,-0.098360656,0,0,0,0,0,0,0,0
2015/5/27,0.010441767,0.005136986,0.004772451,0,0,-0.004618938,0.006818182,0.005777331,-0.003273819,,0.00385421,-0.020033389,0.093896714,-0.057777778,0,0.188311688,0,0,0,0,0,0,0,0
2015/5/26,0.0089141,-0.003412969,0.01244123,0,0,0.002314815,0.00456621,-0.003475895,-0.010362829,,-0.009050149,0.081227437,-0.004672897,-0.034334764,0,-0.180851064,-0.024390244,0,0,0,-0.012658228,-0.025316456,0,-0.019230769
2015/5/25,0.005115173,,0.021441026,0,0,-0.004608295,-0.009049774,-0.001327837,-0.00572657,,0.016714503,-0.057823129,0.009433962,0.013043478,0.428571429,0.093023256,0,-0.058370225,0,0,0,0,0,0
2015/5/24,0.011168215,,,,,,0,,,,0.010750853,-0.008431703,0,0.00877193,0,-0.054945055,,,,,,,,
